order,family,genus,subgenus,synonym,authorityAuthor,authorityYear,typeSpecies,authorityCitation,authorityLink,validTaxon,nominalName,lapsus,partum,preoccupied,unavailableName,nomenNudum,nomenDubium,nomenOblitum,comments,synonymCitations,NAm_rod
RODENTIA,SCIURIDAE,Marmota,NA,Marmotops,Pocock,1922,,,,0,1,0,0,0,0,0,0,0,,,1
RODENTIA,SCIURIDAE,Marmota,NA,Petromarmota,"Steppan, Akhverdyan, Lyapunova, Fraser, Vorontsov, R. S. Hoffmann, & Braun",1999,,,,0,1,0,0,0,0,0,0,0,,,1
RODENTIA,SCIURIDAE,Neotamias,NA,Neotamias,A. H. Howell,1929,,,,1,1,0,0,0,0,0,0,0,,,1
RODENTIA,SCIURIDAE,Notocitellus,NA,Notocitellus,A. H. Howell,1938,,,,1,1,0,0,0,0,0,0,0,,,1
RODENTIA,SCIURIDAE,Otospermophilus,NA,Otospermophilus,Brandt,1844,,,,1,1,0,0,0,0,0,0,0,,,1
RODENTIA,SCIURIDAE,Poliocitellus,NA,Poliocitellus,A. H. Howell,1938,,,,1,1,0,0,0,0,0,0,0,,,1
RODENTIA,SCIURIDAE,Sciurus,NA,Sciurus,Linnaeus,1758,,,,1,1,0,0,0,0,0,0,0,,,1
RODENTIA,SCIURIDAE,Sciurus,NA,Aphrontis,Schultze,1893,,,,0,1,0,0,0,0,0,0,0,,,1
RODENTIA,SCIURIDAE,Sciurus,NA,Araeosciurus,Nelson,1899,,,,0,1,0,0,0,0,0,0,0,,,1
RODENTIA,SCIURIDAE,Sciurus,NA,Baiosciurus,Nelson,1899,,,,0,1,0,0,0,0,0,0,0,,,1
RODENTIA,SCIURIDAE,Sciurus,NA,Echinosciurus,Trouessart,1880,,,,0,1,0,0,0,0,0,0,0,,,1
RODENTIA,SCIURIDAE,Sciurus,NA,Histriosciurus,J. A. allen,1915,,,,0,1,0,0,0,0,0,0,0,,,1
RODENTIA,SCIURIDAE,Sciurus,NA,Leptosciurus,J. A. Allen,1915,,,,0,1,0,0,0,0,0,0,0,,,1
RODENTIA,SCIURIDAE,Sciurus,NA,Macroxus,F. Cuvier,1823,,,,0,1,0,0,0,0,0,0,0,,,1
RODENTIA,SCIURIDAE,Sciurus,NA,Mesosciurus,J. A. Allen,1915,,,,0,1,0,0,0,0,0,0,0,,,1
RODENTIA,SCIURIDAE,Sciurus,NA,Neosciurus,Trouessart,1880,,,,0,1,0,0,0,0,0,0,0,,,1
RODENTIA,SCIURIDAE,Sciurus,NA,Oreosciurus,Ognev,1935,,,,0,1,0,0,0,0,0,0,0,,,1
RODENTIA,SCIURIDAE,Sciurus,NA,Parasciurus,Trouessart,1880,,,,0,1,0,0,0,0,0,0,0,,,1
RODENTIA,SCIURIDAE,Sciurus,NA,Simosciurus,J. A. Allen,1915,,,,0,1,0,0,0,0,0,0,0,,,1
RODENTIA,SCIURIDAE,Sciurus,NA,Otosciurus,Nelson,1899,,,,0,1,0,0,0,0,0,0,0,,,1
RODENTIA,SCIURIDAE,Sciurus,NA,Guerlinguetus,J. E. Gray,1821,,,,0,1,0,0,0,0,0,0,0,,,1
RODENTIA,SCIURIDAE,Sciurus,NA,Tenes,O. Thomas,1909,,,,0,1,0,0,0,0,0,0,0,,,1
RODENTIA,SCIURIDAE,Sciurus,NA,Hadrosciurus,J. A. Allen,1915,,,,0,1,0,0,0,0,0,0,0,,,1
RODENTIA,SCIURIDAE,Sciurus,NA,Hesperosciurus,Nelson,1899,,,,0,1,0,0,0,0,0,0,0,,,1
RODENTIA,SCIURIDAE,Sciurus,NA,Urosciurus,J. A. Allen,1915,,,,0,1,0,0,0,0,0,0,0,,,1
RODENTIA,SCIURIDAE,Tamias,NA,Tamias,Illiger,1811,,,,1,1,0,0,0,0,0,0,0,,,1
RODENTIA,SCIURIDAE,Tamiasciurus,NA,Tamiasciurus,Trouessart,1880,,,,1,1,0,0,0,0,0,0,0,,,1
RODENTIA,SCIURIDAE,Urocitellus,NA,Urocitellus,Obolenskij,1927,,,,1,1,0,0,0,0,0,0,0,,,1
RODENTIA,SCIURIDAE,Urocitellus,NA,Anisonyx,Rafinesque,1817,,,,0,1,0,0,0,0,0,0,0,,"preoccupied by Latreille, 1807",1
RODENTIA,SCIURIDAE,Xerospermophilus,NA,Xerospermophilus,Merriam,1892,,,,1,1,0,0,0,0,0,0,0,,,1
RODENTIA,ZAPODIDAE,Napaeozapus,NA,Napaeozapus,Preble,1899,,,,1,1,0,0,0,0,0,0,0,,,1
RODENTIA,ZAPODIDAE,Zapus,NA,Zapus,Coues,1875,,,,1,1,0,0,0,0,0,0,0,,,1
